RULING,RULING_DATE,Found_HTS8,brief_description
NY N344100,11/22/24,6001.92.00,Knitted or crocheted pile fabrics (other than long pile or looped pile) of man-made fibers
NY N344100,11/22/24,6001.92.00,Knitted or crocheted pile fabrics (other than long pile or looped pile) of man-made fibers
NY N344100,11/22/24,6001.92.00,Knitted or crocheted pile fabrics (other than long pile or looped pile) of man-made fibers
NY N344100,11/22/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N344100,11/22/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N344100,11/22/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N344100,11/22/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N344100,11/22/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N344100,11/22/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N344128,11/22/24,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
NY N344128,11/22/24,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
NY N344128,11/22/24,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
NY N344128,11/22/24,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
NY N344128,11/22/24,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
NY N344128,11/22/24,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
HQ H298399,11/21/24,8528.52.00,Other monitors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471
HQ H298399,11/21/24,8528.52.00,Other monitors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471
HQ H298399,11/21/24,8528.52.00,Other monitors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471
HQ H298399,11/21/24,8528.52.00,Other monitors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471
HQ H298399,11/21/24,8528.52.00,Other monitors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471
HQ H298399,11/21/24,8528.52.00,Other monitors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471
NY N337096,11/21/24,6201.40.70,"Men's or boys' anoraks, windbreakers & similar articles, not knitted or crocheted, of manmade fibers, nesoi, water resistant, o/than rec perf outwear"
NY N337096,11/21/24,6201.40.70,"Men's or boys' anoraks, windbreakers & similar articles, not knitted or crocheted, of manmade fibers, nesoi, water resistant, o/than rec perf outwear"
NY N337096,11/21/24,6201.40.70,"Men's or boys' anoraks, windbreakers & similar articles, not knitted or crocheted, of manmade fibers, nesoi, water resistant, o/than rec perf outwear"
NY N337096,11/21/24,6201.40.70,"Men's or boys' anoraks, windbreakers & similar articles, not knitted or crocheted, of manmade fibers, nesoi, water resistant, o/than rec perf outwear"
NY N337096,11/21/24,6201.40.75,"Men's or boys' anoraks, windbreakers and similar articles, not knitted or crocheted, of manmade fibers, nesoi, o/than rec perf outwear"
NY N337096,11/21/24,6201.40.75,"Men's or boys' anoraks, windbreakers and similar articles, not knitted or crocheted, of manmade fibers, nesoi, o/than rec perf outwear"
NY N337096,11/21/24,6201.40.75,"Men's or boys' anoraks, windbreakers and similar articles, not knitted or crocheted, of manmade fibers, nesoi, o/than rec perf outwear"
NY N337096,11/21/24,6201.40.75,"Men's or boys' anoraks, windbreakers and similar articles, not knitted or crocheted, of manmade fibers, nesoi, o/than rec perf outwear"
NY N343569,11/21/24,7324.10.00,"Stainless steel, sinks and wash basins"
NY N343569,11/21/24,7324.10.00,"Stainless steel, sinks and wash basins"
NY N343569,11/21/24,7324.10.00,"Stainless steel, sinks and wash basins"
NY N343569,11/21/24,7324.10.00,"Stainless steel, sinks and wash basins"
NY N343569,11/21/24,7324.10.00,"Stainless steel, sinks and wash basins"
NY N343569,11/21/24,7324.10.00,"Stainless steel, sinks and wash basins"
NY N343569,11/21/24,7324.10.00,"Stainless steel, sinks and wash basins"
NY N343569,11/21/24,7324.10.00,"Stainless steel, sinks and wash basins"
NY N343667,11/21/24,4202.92.45,"Travel, sports and similar bags with outer surface of plastic sheeting"
NY N343667,11/21/24,4202.92.45,"Travel, sports and similar bags with outer surface of plastic sheeting"
NY N343667,11/21/24,4202.92.45,"Travel, sports and similar bags with outer surface of plastic sheeting"
NY N343667,11/21/24,4202.92.45,"Travel, sports and similar bags with outer surface of plastic sheeting"
NY N343667,11/21/24,4202.92.45,"Travel, sports and similar bags with outer surface of plastic sheeting"
NY N343667,11/21/24,4202.92.45,"Travel, sports and similar bags with outer surface of plastic sheeting"
NY N343667,11/21/24,4202.92.45,"Travel, sports and similar bags with outer surface of plastic sheeting"
NY N343667,11/21/24,4202.92.31,"Travel, sports and similar bags with outer surface of MMF textile materials"
NY N343667,11/21/24,4202.92.31,"Travel, sports and similar bags with outer surface of MMF textile materials"
NY N343667,11/21/24,4202.92.31,"Travel, sports and similar bags with outer surface of MMF textile materials"
NY N343667,11/21/24,4202.92.31,"Travel, sports and similar bags with outer surface of MMF textile materials"
NY N343667,11/21/24,4202.92.31,"Travel, sports and similar bags with outer surface of MMF textile materials"
NY N343667,11/21/24,4202.92.31,"Travel, sports and similar bags with outer surface of MMF textile materials"
NY N343667,11/21/24,4202.92.31,"Travel, sports and similar bags with outer surface of MMF textile materials"
NY N343667,11/21/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N343667,11/21/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N343667,11/21/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N343667,11/21/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N343667,11/21/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N343667,11/21/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N343667,11/21/24,4202.92.15,"Travel, sports and similar bags with outer surface of cotton, not of pile or tufted construction"
NY N343667,11/21/24,4202.92.15,"Travel, sports and similar bags with outer surface of cotton, not of pile or tufted construction"
NY N343667,11/21/24,4202.92.15,"Travel, sports and similar bags with outer surface of cotton, not of pile or tufted construction"
NY N343667,11/21/24,4202.92.15,"Travel, sports and similar bags with outer surface of cotton, not of pile or tufted construction"
NY N343667,11/21/24,4202.92.15,"Travel, sports and similar bags with outer surface of cotton, not of pile or tufted construction"
NY N343667,11/21/24,4202.92.15,"Travel, sports and similar bags with outer surface of cotton, not of pile or tufted construction"
NY N343667,11/21/24,4202.92.15,"Travel, sports and similar bags with outer surface of cotton, not of pile or tufted construction"
NY N343740,11/21/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N343740,11/21/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N343740,11/21/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N343740,11/21/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N343740,11/21/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N343740,11/21/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N343740,11/21/24,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N343740,11/21/24,8516.10.00,Electric instantaneous or storage water heaters and immersion heaters
NY N343740,11/21/24,8516.10.00,Electric instantaneous or storage water heaters and immersion heaters
NY N343740,11/21/24,8516.10.00,Electric instantaneous or storage water heaters and immersion heaters
NY N343740,11/21/24,8516.10.00,Electric instantaneous or storage water heaters and immersion heaters
NY N343740,11/21/24,8516.10.00,Electric instantaneous or storage water heaters and immersion heaters
NY N343740,11/21/24,8516.10.00,Electric instantaneous or storage water heaters and immersion heaters
NY N343751,11/21/24,9615.90.30,Hair pins
NY N343751,11/21/24,9615.90.30,Hair pins
NY N343751,11/21/24,9615.90.30,Hair pins
NY N343751,11/21/24,9615.90.30,Hair pins
NY N343751,11/21/24,9615.90.30,Hair pins
NY N343751,11/21/24,9615.90.30,Hair pins
NY N343751,11/21/24,9615.90.30,Hair pins
NY N343751,11/21/24,9615.90.30,Hair pins
NY N343900,11/21/24,5806.32.10,"Woven ribbons of man-made fibers, not pile, not cont by wt 5% or more of elastomeric yarn or rubber"
NY N343900,11/21/24,5806.32.10,"Woven ribbons of man-made fibers, not pile, not cont by wt 5% or more of elastomeric yarn or rubber"
NY N343900,11/21/24,5806.32.10,"Woven ribbons of man-made fibers, not pile, not cont by wt 5% or more of elastomeric yarn or rubber"
NY N343900,11/21/24,5806.32.10,"Woven ribbons of man-made fibers, not pile, not cont by wt 5% or more of elastomeric yarn or rubber"
NY N343900,11/21/24,5806.32.10,"Woven ribbons of man-made fibers, not pile, not cont by wt 5% or more of elastomeric yarn or rubber"
NY N343900,11/21/24,5806.32.10,"Woven ribbons of man-made fibers, not pile, not cont by wt 5% or more of elastomeric yarn or rubber"
NY N343900,11/21/24,5806.32.10,"Woven ribbons of man-made fibers, not pile, not cont by wt 5% or more of elastomeric yarn or rubber"
NY N343900,11/21/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N343900,11/21/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N343900,11/21/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N343900,11/21/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N343900,11/21/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N343900,11/21/24,9903.88.03,"Articles the product of China, as enumerated in note 20(f) to subchapter III of Chapter 99"
NY N343956,11/21/24,8704.51.00,"Mtr. vehicles for transport of goods, w/spark.-ign. int. combust. piston engine and electric motor, w/G.V.W. not over 5 metric tons"
NY N343956,11/21/24,8704.51.00,"Mtr. vehicles for transport of goods, w/spark.-ign. int. combust. piston engine and electric motor, w/G.V.W. not over 5 metric tons"
NY N343956,11/21/24,8704.51.00,"Mtr. vehicles for transport of goods, w/spark.-ign. int. combust. piston engine and electric motor, w/G.V.W. not over 5 metric tons"
NY N343956,11/21/24,8704.51.00,"Mtr. vehicles for transport of goods, w/spark.-ign. int. combust. piston engine and electric motor, w/G.V.W. not over 5 metric tons"
NY N343956,11/21/24,8703.24.01,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity >3, 000cc"
NY N343956,11/21/24,8703.24.01,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity >3, 000cc"
NY N343956,11/21/24,8703.24.01,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity >3, 000cc"
NY N343956,11/21/24,8703.24.01,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity >3, 000cc"
NY N343956,11/21/24,8703.24.01,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity >3, 000cc"
NY N343956,11/21/24,8703.24.01,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity >3, 000cc"
NY N343956,11/21/24,8703.24.01,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity >3, 000cc"
NY N343956,11/21/24,8703.23.01,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity >1, 500cc but <=3, 000cc"
NY N343956,11/21/24,8703.23.01,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity >1, 500cc but <=3, 000cc"
NY N343956,11/21/24,8703.23.01,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity >1, 500cc but <=3, 000cc"
NY N343956,11/21/24,8703.23.01,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity >1, 500cc but <=3, 000cc"
NY N343956,11/21/24,8703.23.01,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity >1, 500cc but <=3, 000cc"
NY N343956,11/21/24,8703.23.01,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity >1, 500cc but <=3, 000cc"
NY N343956,11/21/24,8703.23.01,"Motor vehicles to transport persons, w/spark-ign. IC recip. piston engine, w/cyl capacity >1, 500cc but <=3, 000cc"
NY N343956,11/21/24,8704.31.01,"Mtr. vehicles for transport of goods, w/spark.-ign. int. combust. piston engine, w/G.V.W. not over 5 metric tons"
NY N343956,11/21/24,8704.31.01,"Mtr. vehicles for transport of goods, w/spark.-ign. int. combust. piston engine, w/G.V.W. not over 5 metric tons"
NY N343956,11/21/24,8704.31.01,"Mtr. vehicles for transport of goods, w/spark.-ign. int. combust. piston engine, w/G.V.W. not over 5 metric tons"
